UID         PID   PPID    LWP  C NLWP STIME TTY          TIME CMD
udaree     1694   1409   1694  0    4 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-printers/indicator-printers-service
udaree     1694   1409   1739  0    4 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-printers/indicator-printers-service
udaree     1694   1409   1740  0    4 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-printers/indicator-printers-service
udaree     1694   1409   1741  0    4 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-printers/indicator-printers-service
udaree     1697   1409   1697  0    4 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-session/indicator-session-service
udaree     1697   1409   1700  0    4 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-session/indicator-session-service
udaree     1697   1409   1701  0    4 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-session/indicator-session-service
udaree     1697   1409   1704  0    4 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-session/indicator-session-service
udaree     1724   1409   1724  0    3 20:54 ?        00:00:00 /usr/bin/pulseaudio --start --log-target=syslog
udaree     1724   1409   1756  0    3 20:54 ?        00:00:00 /usr/bin/pulseaudio --start --log-target=syslog
udaree     1724   1409   1757  0    3 20:54 ?        00:00:00 /usr/bin/pulseaudio --start --log-target=syslog
udaree     1733   1409   1733  0    3 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-application/indicator-application-service
udaree     1733   1409   1734  0    3 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-application/indicator-application-service
udaree     1733   1409   1736  0    3 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/indicator-application/indicator-application-service
udaree     1744   1409   1744  0    4 20:54 ?        00:00:00 /usr/lib/evolution/evolution-source-registry
udaree     1744   1409   1766  0    4 20:54 ?        00:00:00 /usr/lib/evolution/evolution-source-registry
udaree     1744   1409   1767  0    4 20:54 ?        00:00:00 /usr/lib/evolution/evolution-source-registry
udaree     1744   1409   1769  0    4 20:54 ?        00:00:00 /usr/lib/evolution/evolution-source-registry
udaree     1753   1409   1753  0    3 20:54 ?        00:00:02 /usr/lib/dconf/dconf-service
udaree     1753   1409   1754  0    3 20:54 ?        00:00:00 /usr/lib/dconf/dconf-service
udaree     1753   1409   1755  0    3 20:54 ?        00:00:00 /usr/lib/dconf/dconf-service
udaree     1791   1648   1791  0    6 20:54 ?        00:00:09 nautilus -n
udaree     1791   1648   1862  0    6 20:54 ?        00:00:00 nautilus -n
udaree     1791   1648   1863  0    6 20:54 ?        00:00:00 nautilus -n
udaree     1791   1648   1865  0    6 20:54 ?        00:00:00 nautilus -n
udaree     1791   1648   2107  0    6 20:56 ?        00:00:00 nautilus -n
udaree     1791   1648   2108  0    6 20:56 ?        00:00:00 nautilus -n
udaree     1792   1648   1792  0    4 20:54 ?        00:00:00 /usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1
udaree     1792   1648   1794  0    4 20:54 ?        00:00:00 /usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1
udaree     1792   1648   1795  0    4 20:54 ?        00:00:00 /usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1
udaree     1792   1648   1796  0    4 20:54 ?        00:00:00 /usr/lib/policykit-1-gnome/polkit-gnome-authentication-agent-1
udaree     1798   1648   1798  0    4 20:54 ?        00:00:00 nm-applet
udaree     1798   1648   1804  0    4 20:54 ?        00:00:00 nm-applet
udaree     1798   1648   1805  0    4 20:54 ?        00:00:00 nm-applet
udaree     1798   1648   1806  0    4 20:54 ?        00:00:00 nm-applet
udaree     1799   1409   1799  0    4 20:54 ?        00:00:23 /usr/bin/vmtoolsd -n vmusr --blockFd 3
udaree     1799   1409   1868  0    4 20:54 ?        00:00:00 /usr/bin/vmtoolsd -n vmusr --blockFd 3
udaree     1799   1409   1869  0    4 20:54 ?        00:00:00 /usr/bin/vmtoolsd -n vmusr --blockFd 3
udaree     1799   1409   1870  0    4 20:54 ?        00:00:00 /usr/bin/vmtoolsd -n vmusr --blockFd 3
udaree     1801   1648   1801  0    4 20:54 ?        00:00:00 /usr/lib/unity-settings-daemon/unity-fallback-mount-helper
udaree     1801   1648   1809  0    4 20:54 ?        00:00:00 /usr/lib/unity-settings-daemon/unity-fallback-mount-helper
udaree     1801   1648   1810  0    4 20:54 ?        00:00:00 /usr/lib/unity-settings-daemon/unity-fallback-mount-helper
udaree     1801   1648   1816  0    4 20:54 ?        00:00:00 /usr/lib/unity-settings-daemon/unity-fallback-mount-helper
udaree     1815   1409   1815  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory
udaree     1815   1409   1873  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory
udaree     1815   1409   1874  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory
udaree     1815   1409   1875  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory
udaree     1815   1409   1876  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory
udaree     1820   1409   1820  0    3 20:54 ?        00:00:00 /usr/lib/gvfs/gvfs-udisks2-volume-monitor
udaree     1820   1409   1825  0    3 20:54 ?        00:00:00 /usr/lib/gvfs/gvfs-udisks2-volume-monitor
udaree     1820   1409   1826  0    3 20:54 ?        00:00:00 /usr/lib/gvfs/gvfs-udisks2-volume-monitor
root       1827      1   1827  0    5 20:54 ?        00:00:00 /usr/lib/udisks2/udisksd --no-debug
root       1827      1   1829  0    5 20:54 ?        00:00:00 /usr/lib/udisks2/udisksd --no-debug
root       1827      1   1831  0    5 20:54 ?        00:00:00 /usr/lib/udisks2/udisksd --no-debug
root       1827      1   1832  0    5 20:54 ?        00:00:00 /usr/lib/udisks2/udisksd --no-debug
root       1827      1   1833  0    5 20:54 ?        00:00:00 /usr/lib/udisks2/udisksd --no-debug
udaree     1836   1409   1836  0    3 20:54 ?        00:00:00 /usr/lib/gvfs/gvfs-goa-volume-monitor
udaree     1836   1409   1837  0    3 20:54 ?        00:00:00 /usr/lib/gvfs/gvfs-goa-volume-monitor
udaree     1836   1409   1838  0    3 20:54 ?        00:00:00 /usr/lib/gvfs/gvfs-goa-volume-monitor
udaree     1841   1409   1841  0    4 20:54 ?        00:00:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
udaree     1841   1409   1842  0    4 20:54 ?        00:00:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
udaree     1841   1409   1843  0    4 20:54 ?        00:00:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
udaree     1841   1409   1845  0    4 20:54 ?        00:00:00 /usr/lib/gvfs/gvfs-afc-volume-monitor
udaree     1847   1409   1847  0    3 20:54 ?        00:00:00 /usr/lib/gvfs/gvfs-gphoto2-volume-monitor
udaree     1847   1409   1851  0    3 20:54 ?        00:00:00 /usr/lib/gvfs/gvfs-gphoto2-volume-monitor
udaree     1847   1409   1853  0    3 20:54 ?        00:00:00 /usr/lib/gvfs/gvfs-gphoto2-volume-monitor
udaree     1855   1409   1855  0    3 20:54 ?        00:00:00 /usr/lib/gvfs/gvfs-mtp-volume-monitor
udaree     1855   1409   1856  0    3 20:54 ?        00:00:00 /usr/lib/gvfs/gvfs-mtp-volume-monitor
udaree     1855   1409   1858  0    3 20:54 ?        00:00:00 /usr/lib/gvfs/gvfs-mtp-volume-monitor
root       1861      1   1861  0    7 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/fwupd/fwupd
root       1861      1   1871  0    7 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/fwupd/fwupd
root       1861      1   1901  0    7 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/fwupd/fwupd
root       1861      1   1902  0    7 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/fwupd/fwupd
root       1861      1   1903  0    7 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/fwupd/fwupd
root       1861      1   1904  0    7 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/fwupd/fwupd
root       1861      1   1905  0    7 20:54 ?        00:00:00 /usr/lib/x86_64-linux-gnu/fwupd/fwupd
udaree     1878   1409   1878  0    3 20:54 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.4 /org/gtk/gvfs/exec_spaw/0
udaree     1878   1409   1882  0    3 20:54 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.4 /org/gtk/gvfs/exec_spaw/0
udaree     1878   1409   1883  0    3 20:54 ?        00:00:00 /usr/lib/gvfs/gvfsd-trash --spawner :1.4 /org/gtk/gvfs/exec_spaw/0
udaree     1881   1815   1881  0    7 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory contacts --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1815x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1815/2
udaree     1881   1815   1887  0    7 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory contacts --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1815x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1815/2
udaree     1881   1815   1888  0    7 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory contacts --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1815x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1815/2
udaree     1881   1815   1889  0    7 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory contacts --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1815x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1815/2
udaree     1881   1815   1890  0    7 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory contacts --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1815x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1815/2
udaree     1881   1815   1893  0    7 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory contacts --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1815x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1815/2
udaree     1881   1815   1894  0    7 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory contacts --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1815x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1815/2
udaree     1897   1409   1897  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
udaree     1897   1409   1900  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
udaree     1897   1409   1907  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
udaree     1897   1409   1908  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
udaree     1897   1409   1909  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory
udaree     1898   1815   1898  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory local --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1815x3 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1815/3
udaree     1898   1815   1918  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory local --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1815x3 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1815/3
udaree     1898   1815   1919  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory local --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1815x3 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1815/3
udaree     1898   1815   1921  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory local --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1815x3 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1815/3
udaree     1898   1815   1922  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-calendar-factory-subprocess --factory local --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.Calendarx1815x3 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/Calendar/1815/3
udaree     1912   1897   1912  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory local --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx1897x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/1897/2
udaree     1912   1897   1913  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory local --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx1897x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/1897/2
udaree     1912   1897   1915  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory local --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx1897x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/1897/2
udaree     1912   1897   1916  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory local --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx1897x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/1897/2
udaree     1912   1897   1917  0    5 20:54 ?        00:00:00 /usr/lib/evolution/evolution-addressbook-factory-subprocess --factory local --bus-name org.gnome.evolution.dataserver.Subprocess.Backend.AddressBookx1897x2 --own-path /org/gnome/evolution/dataserver/Subprocess/Backend/AddressBook/1897/2
udaree     1957   1648   1957  0    5 20:55 ?        00:00:00 zeitgeist-datahub
udaree     1957   1648   1960  0    5 20:55 ?        00:00:00 zeitgeist-datahub
udaree     1957   1648   1962  0    5 20:55 ?        00:00:00 zeitgeist-datahub
udaree     1957   1648   1978  0    5 20:55 ?        00:00:00 zeitgeist-datahub
udaree     1957   1648   1979  0    5 20:55 ?        00:00:00 zeitgeist-datahub
udaree     1964   1409   1964  0    1 20:55 ?        00:00:00 /bin/sh -c /usr/lib/x86_64-linux-gnu/zeitgeist/zeitgeist-maybe-vacuum; /usr/bin/zeitgeist-daemon
udaree     1968   1964   1968  0    3 20:55 ?        00:00:00 /usr/bin/zeitgeist-daemon
udaree     1968   1964   1969  0    3 20:55 ?        00:00:00 /usr/bin/zeitgeist-daemon
udaree     1968   1964   1970  0    3 20:55 ?        00:00:00 /usr/bin/zeitgeist-daemon
udaree     1975   1409   1975  0    3 20:55 ?        00:00:02 /usr/lib/x86_64-linux-gnu/zeitgeist-fts
udaree     1975   1409   1987  0    3 20:55 ?        00:00:00 /usr/lib/x86_64-linux-gnu/zeitgeist-fts
udaree     1975   1409   1988  0    3 20:55 ?        00:00:00 /usr/lib/x86_64-linux-gnu/zeitgeist-fts
udaree     2024   1648   2024  0    4 20:55 ?        00:00:00 update-notifier
udaree     2024   1648   2027  0    4 20:55 ?        00:00:00 update-notifier
udaree     2024   1648   2028  0    4 20:55 ?        00:00:00 update-notifier
udaree     2024   1648   2029  0    4 20:55 ?        00:00:00 update-notifier
udaree     2057   1409   2057  0    4 20:56 ?        00:00:00 /usr/lib/gvfs/gvfsd-network --spawner :1.4 /org/gtk/gvfs/exec_spaw/1
udaree     2057   1409   2060  0    4 20:56 ?        00:00:00 /usr/lib/gvfs/gvfsd-network --spawner :1.4 /org/gtk/gvfs/exec_spaw/1
udaree     2057   1409   2061  0    4 20:56 ?        00:00:00 /usr/lib/gvfs/gvfsd-network --spawner :1.4 /org/gtk/gvfs/exec_spaw/1
udaree     2057   1409   2069  0    4 20:56 ?        00:00:00 /usr/lib/gvfs/gvfsd-network --spawner :1.4 /org/gtk/gvfs/exec_spaw/1
udaree     2100   1409   2100  0    3 20:56 ?        00:00:08 /usr/lib/gvfs/gvfsd-metadata
udaree     2100   1409   2105  0    3 20:56 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
udaree     2100   1409   2106  0    3 20:56 ?        00:00:00 /usr/lib/gvfs/gvfsd-metadata
udaree     2112   1648   2112  0    4 20:56 ?        00:00:00 /usr/lib/x86_64-linux-gnu/deja-dup/deja-dup-monitor
udaree     2112   1648   2115  0    4 20:56 ?        00:00:00 /usr/lib/x86_64-linux-gnu/deja-dup/deja-dup-monitor
udaree     2112   1648   2116  0    4 20:56 ?        00:00:00 /usr/lib/x86_64-linux-gnu/deja-dup/deja-dup-monitor
udaree     2112   1648   2117  0    4 20:56 ?        00:00:00 /usr/lib/x86_64-linux-gnu/deja-dup/deja-dup-monitor
udaree     2125   1409   2125  0    9 20:56 ?        00:00:05 /opt/sublime_text/sublime_text
udaree     2125   1409   2126  0    9 20:56 ?        00:00:00 /opt/sublime_text/sublime_text
udaree     2125   1409   2127  0    9 20:56 ?        00:00:00 /opt/sublime_text/sublime_text
udaree     2125   1409   2128  0    9 20:56 ?        00:00:00 /opt/sublime_text/sublime_text
udaree     2125   1409   2130  0    9 20:56 ?        00:00:00 /opt/sublime_text/sublime_text
udaree     2125   1409   2131  0    9 20:56 ?        00:00:00 /opt/sublime_text/sublime_text
udaree     2125   1409   2132  0    9 20:56 ?        00:00:00 /opt/sublime_text/sublime_text
udaree     2125   1409   2139  0    9 20:56 ?        00:00:00 /opt/sublime_text/sublime_text
udaree     2125   1409   2141  0    9 20:56 ?        00:00:00 /opt/sublime_text/sublime_text
udaree     2140   2125   2140  0    3 20:56 ?        00:00:00 /opt/sublime_text/plugin_host 2125
udaree     2140   2125   2142  0    3 20:56 ?        00:00:00 /opt/sublime_text/plugin_host 2125
udaree     2140   2125   2151  0    3 20:56 ?        00:00:00 /opt/sublime_text/plugin_host 2125
udaree     2144   1409   2144  0    3 20:56 ?        00:00:00 /usr/lib/gvfs/gvfsd-dnssd --spawner :1.4 /org/gtk/gvfs/exec_spaw/5
udaree     2144   1409   2145  0    3 20:56 ?        00:00:00 /usr/lib/gvfs/gvfsd-dnssd --spawner :1.4 /org/gtk/gvfs/exec_spaw/5
udaree     2144   1409   2146  0    3 20:56 ?        00:00:00 /usr/lib/gvfs/gvfsd-dnssd --spawner :1.4 /org/gtk/gvfs/exec_spaw/5
root       4871      2   4871  0    1 21:00 ?        00:00:24 [kworker/u256:2]
root       5476   1409   5476  0    1 21:00 ?        00:00:00 dbus-launch --autolaunch=00f75ba4ea5c42b0bf62ac74fa2090fc --binary-syntax --close-stderr
root       5477   1409   5477  0    1 21:00 ?        00:00:00 /usr/bin/dbus-daemon --fork --print-pid 5 --print-address 7 --session
root       5481   1409   5481  0    3 21:00 ?        00:00:00 /usr/lib/dconf/dconf-service
root       5481   1409   5482  0    3 21:00 ?        00:00:00 /usr/lib/dconf/dconf-service
root       5481   1409   5483  0    3 21:00 ?        00:00:00 /usr/lib/dconf/dconf-service
udaree     5582   1409   5582  0    1 21:01 ?        00:00:00 /usr/lib/x86_64-linux-gnu/gconf/gconfd-2
root       7820    766   7820  0    1 21:20 ?        00:00:00 /sbin/dhclient -d -q -sf /usr/lib/NetworkManager/nm-dhcp-helper -pf /var/run/dhclient-ens33.pid -lf /var/lib/NetworkManager/dhclient-6657f818-1765-4c35-9904-16ad7618170f-ens33.lease -cf /var/lib/NetworkManager/dhclient-ens33.conf ens33
udaree     7856   1409   7856  0    4 21:20 ?        00:00:00 /usr/lib/x86_64-linux-gnu/notify-osd
udaree     7856   1409   7858  0    4 21:20 ?        00:00:00 /usr/lib/x86_64-linux-gnu/notify-osd
udaree     7856   1409   7859  0    4 21:20 ?        00:00:00 /usr/lib/x86_64-linux-gnu/notify-osd
udaree     7856   1409   7860  0    4 21:20 ?        00:00:00 /usr/lib/x86_64-linux-gnu/notify-osd
udaree     8006   1409   8006  1   50 21:21 ?        00:00:26 /usr/lib/firefox/firefox
udaree     8006   1409   8013  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8014  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8015  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8016  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8017  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8018  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8019  0   50 21:21 ?        00:00:01 /usr/lib/firefox/firefox
udaree     8006   1409   8020  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8021  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8022  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8023  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8024  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8025  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8026  0   50 21:21 ?        00:00:01 /usr/lib/firefox/firefox
udaree     8006   1409   8027  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8030  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8035  0   50 21:21 ?        00:00:04 /usr/lib/firefox/firefox
udaree     8006   1409   8036  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8037  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8038  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8039  0   50 21:21 ?        00:00:01 /usr/lib/firefox/firefox
udaree     8006   1409   8040  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8045  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8047  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8048  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8049  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8050  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8051  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8052  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8053  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8054  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8055  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8056  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8057  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8058  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8059  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8064  0   50 21:21 ?        00:00:01 /usr/lib/firefox/firefox
udaree     8006   1409   8065  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8068  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8076  0   50 21:21 ?        00:00:01 /usr/lib/firefox/firefox
udaree     8006   1409   8077  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8078  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8079  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8080  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8086  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8087  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8116  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409   8128  0   50 21:21 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8006   1409  27158  0   50 21:33 ?        00:00:00 /usr/lib/firefox/firefox
udaree     8302   1409   8302  0    4 21:26 ?        00:00:01 /usr/lib/gnome-terminal/gnome-terminal-server
udaree     8302   1409   8303  0    4 21:26 ?        00:00:00 /usr/lib/gnome-terminal/gnome-terminal-server
udaree     8302   1409   8304  0    4 21:26 ?        00:00:00 /usr/lib/gnome-terminal/gnome-terminal-server
udaree     8302   1409   8305  0    4 21:26 ?        00:00:00 /usr/lib/gnome-terminal/gnome-terminal-server
udaree     8309   8302   8309  0    1 21:26 pts/4    00:00:00 bash
root      14237      2  14237  0    1 21:27 ?        00:00:01 [kworker/1:0]
root      20516      2  20516  0    1 21:29 ?        00:00:00 [xfsalloc]
root      20520      2  20520  0    1 21:29 ?        00:00:00 [xfs_mru_cache]
root      20527      2  20527  0    1 21:29 ?        00:00:00 [jfsIO]
root      20528      2  20528  0    1 21:29 ?        00:00:00 [jfsCommit]
root      20529      2  20529  0    1 21:29 ?        00:00:00 [jfsCommit]
root      20530      2  20530  0    1 21:29 ?        00:00:00 [jfsSync]
root      20567      2  20567  0    1 21:29 ?        00:00:00 [bioset]
root      27145      2  27145  0    1 21:32 ?        00:00:00 [kworker/0:0]
root      27750      2  27750  0    1 21:38 ?        00:00:00 [kworker/u256:0]
root      28111      2  28111  0    1 21:40 ?        00:00:00 [kworker/0:1]
root      28142      2  28142  0    1 21:43 ?        00:00:00 [kworker/1:1]
udaree    28224   8302  28224  0    1 21:47 pts/6    00:00:00 bash
root      28233      2  28233  0    1 21:47 ?        00:00:00 [kworker/0:2]
root      28849      2  28849  0    1 21:48 ?        00:00:00 [kworker/1:2]
root      28876      2  28876  0    1 21:50 ?        00:00:00 [kworker/u256:1]
udaree    28877  28224  28877  0    1 21:50 pts/6    00:00:00 ps -eLf
